"accession_no","sequence_name","gene","sublineage","state","analyses"
"EPI347304","Guangdong_Shenzhen_1_2011_H5N1","HA","2.3.4","Domestic","Eco"
"EPI375432","Hong_Kong_5923_2012","HA","2.3.4","Domestic","Eco"
"EPI454493","environment_Hangzhou_109_2_2013_H5N1","HA","2.3.4","Domestic","Eco"
"EPI553219","Chicken_Shandong_J01_2009","HA","2.3.4","Domestic","Eco"
"EPI553300","Chicken_Shandong_J06_2009","HA","2.3.4","Domestic","Eco"
"EPI553308","Duck_Shandong_Y01_2009","HA","2.3.4","Domestic","Eco"
"EPI553316","Duck_Shandong_Y02_2009","HA","2.3.4","Domestic","Eco"
"EPI592914","environment_Chongqing_02412_2012","HA","2.3.4","Domestic","Eco"
"EPI749321","environment_Guangxi_03218_2012","HA","2.3.4","Domestic","Eco"
"EPI749329","environment_Shaanxi_03243_2012","HA","2.3.4","Domestic","Eco"
"EPI749345","environment_Chongqing_20363_2013","HA","2.3.4","Domestic","Eco"
"EPI749353","environment_Guangxi_03235_2012","HA","2.3.4","Domestic","Eco"
"EPI749361","environment_Guangdong_02811_2012","HA","2.3.4","Domestic","Eco"
"EPI749369","environment_Guangxi_03206_2012","HA","2.3.4","Domestic","Eco"
"EU635874","chicken_Yunnan_chuxiong01_2005","HA","2.3.4","Domestic","Eco"
"EU874899","chicken_Guangdong_1_2005","HA","2.3.4","Domestic","Eco"
"FJ517645","pigeon_Zhejiang_17_2005","HA","2.3.4","Wild","Eco"
"GU182142","chicken_Hunan_3_2007","HA","2.3.4","Domestic","Eco"
"GU182150","duck_Hunan_3_2007","HA","2.3.4","Domestic","Eco"
"GU182158","chicken_Hunan_8_2008","HA","2.3.4","Domestic","Eco"
"GU182166","duck_Hunan_8_2008","HA","2.3.4","Domestic","Eco"
"GU182174","environment_Hunan_7_73_2008","HA","2.3.4","Wild","Eco"
"GU182190","environment_Hunan_6_45_2008","HA","2.3.4","Wild","Eco"
"GU182198","environment_Hunan_5_25_2007","HA","2.3.4","Wild","Eco"
"GU182206","environment_Hunan_5_32_2007","HA","2.3.4","Wild","Eco"
"GU477547","great_black_headed_gull_Qinghai_8_2009","HA","2.3.4","Wild","Eco"
"GU477548","brown_headed_gull_Qinghai_9_2009","HA","2.3.4","Wild","Eco"
"GU477549","brown_headed_gull_Qinghai_19_2009","HA","2.3.4","Wild","Eco"
"HM172105","duck_Hunan_70_2004","HA","2.3.4","Domestic","Eco"
"HM172116","duck_Guangdong_23_2004","HA","2.3.4","Domestic","Eco"
"HQ636461","Hong_Kong_6841_2010","HA","2.3.4","Domestic","Eco"
"JF975561","swan_Shanghai_10_2009","HA","2.3.4","Wild","Eco"
"JN646713","duck_Zhejiang_213_2011","HA","2.3.4","Domestic","Eco"
"JN646714","duck_Zhejiang_224_2011","HA","2.3.4","Domestic","Eco"
"JN646715","duck_Zhejiang_2242_2011","HA","2.3.4","Domestic","Eco"
"JN646717","duck_Zhejiang_2244_2011","HA","2.3.4","Domestic","Eco"
"JN646719","duck_Zhejiang_2248_2011","HA","2.3.4","Domestic","Eco"
"JQ638673","chicken_Jiangsu_k0402_2010","HA","2.3.4","Domestic","Eco"
"JQ638674","goose_Jiangsu_k0403_2010","HA","2.3.4","Domestic","Eco"
"JX534557","wild_duck_Shandong_2_2011","HA","2.3.4","Wild","Eco"
"JX534573","wild_duck_Jilin_HF_2011","HA","2.3.4","Wild","Eco"
"JX534581","wild_duck_Jilin_ZF_2011","HA","2.3.4","Wild","Eco"
"JX534589","wild_duck_Fujian_1_2011","HA","2.3.4","Wild","Eco"
"KC357320","barn_swallow_Hong_Kong_1161_2010","HA","2.3.4","Wild","Eco"
"KF042284","hill_myna_Heilongjiang_0704_2012","HA","2.3.4","Wild","Eco"
"KF572434","wild_bird_Hong_Kong_07035_1_2011","HA","2.3.4","Wild","Eco"
"KF813113","tiger_Jiangsu_01_2013","HA","2.3.4","Domestic","Eco"
"KJ003987","duck_Hubei_xn_2007","HA","2.3.4","Domestic","Eco"
"KJ522766","chicken_Hubei_RA18_2010","HA","2.3.4","Domestic","Eco"
"KM027999","swine_Guangxi_592_2011","HA","2.3.4","Domestic","Eco"
"KP288316","quail_Nanchang_6631_2013","HA","2.3.4","Domestic","Eco"
"KP288324","duck_Nanchang_9789_2013","HA","2.3.4","Domestic","Eco"
"KP762501","chicken_Jiangsu_927_2013","HA","2.3.4","Domestic","Eco"
"KT762431","duck_Hunan_S4020_2008","HA","2.3.4","Domestic","Eco"
"KT762439","chicken_Guangxi_S2039_2009","HA","2.3.4","Domestic","Eco"
"MF116309","duck_China_E26_2012","HA","2.3.4","Domestic","Eco"
"AB462295","Shanghai_1_2006","HA","2.3.2","Domestic","Eco"
"AB521159","peregrine_falcon_Hong_Kong_810_2009","HA","2.3.2","Wild","Eco"
"CY030881","duck_Yunnan_4873_2006","HA","2.3.2","Domestic","Eco"
"CY030889","duck_Yunnan_5310_2006","HA","2.3.2","Domestic","Eco"
"CY030897","duck_Yunnan_6490_2006","HA","2.3.2","Domestic","Eco"
"CY030905","goose_Yunnan_3798_2006","HA","2.3.2","Domestic","Eco"
"CY030929","goose_Yunnan_4985_2006","HA","2.3.2","Domestic","Eco"
"CY030937","goose_Yunnan_5141_2006","HA","2.3.2","Domestic","Eco"
"CY030945","goose_Yunnan_5540_2006","HA","2.3.2","Domestic","Eco"
"CY030969","goose_Yunnan_5979_2006","HA","2.3.2","Domestic","Eco"
"CY030977","goose_Yunnan_6193_2006","HA","2.3.2","Domestic","Eco"
"CY030985","goose_Yunnan_6384_2006","HA","2.3.2","Domestic","Eco"
"CY036053","scaly_breasted_munia_Hong_Kong_45_2007","HA","2.3.2","Wild","Eco"
"CY036061","crested_goshawk_Hong_Kong_458_2007","HA","2.3.2","Wild","Eco"
"CY036133","scaly_breasted_munia_Hong_Kong_2433_2007","HA","2.3.2","Wild","Eco"
"CY036141","chestnut_munia_Hong_Kong_2442_2007","HA","2.3.2","Wild","Eco"
"CY036157","long_tailed_shrike_Hong_Kong_2762_2007","HA","2.3.2","Wild","Eco"
"CY036269","peregrine_falcon_Hong_Kong_2142_2008","HA","2.3.2","Wild","Eco"
"CY091627","duck_Guangdong_wy11_2008","HA","2.3.2","Domestic","Eco"
"CY091635","duck_Guangdong_wy19_2008","HA","2.3.2","Domestic","Eco"
"CY091643","duck_Guangdong_wy24_2008","HA","2.3.2","Domestic","Eco"
"CY098603","Sichuan_2_2006","HA","2.3.2","Domestic","Eco"
"CY098641","Hubei_1_2006","HA","2.3.2","Domestic","Eco"
"CY098648","Sichuan_3_2006","HA","2.3.2","Domestic","Eco"
"CY098668","Anhui_1_2006","HA","2.3.2","Domestic","Eco"
"CY098681","Anhui_1_2007","HA","2.3.2","Domestic","Eco"
"CY098688","Hunan_1_2008","HA","2.3.2","Domestic","Eco"
"CY098695","Guangxi_1_2008","HA","2.3.2","Domestic","Eco"
"CY098702","Guangdong_1_2008","HA","2.3.2","Domestic","Eco"
"CY098709","Beijing_1_2009","HA","2.3.2","Domestic","Eco"
"CY098716","Shandong_1_2009","HA","2.3.2","Domestic","Eco"
"CY098723","Hunan_1_2009","HA","2.3.2","Domestic","Eco"
"CY098737","Guizhou_1_2009","HA","2.3.2","Domestic","Eco"
"CY098751","Hunan_2_2009","HA","2.3.2","Domestic","Eco"
"CY098766","water_Hebei_1_2009","HA","2.3.2","Domestic","Eco"
"CY098790","duck_feces_Hebei_5_2009","HA","2.3.2","Domestic","Eco"
"CY098845","water_Hunan_3_2009","HA","2.3.2","Domestic","Eco"
"DQ095629","Duck_Fujian_1734_05","HA","2.3.2","Domestic","Eco"
"DQ371928","Anhui_1_2005","HA","2.3.2","Domestic","Eco"
"DQ371930","Guangxi_1_2005","HA","2.3.2","Domestic","Eco"
"DQ520855","chicken_Zhejiang_24_2005","HA","2.3.2","Domestic","Eco"
"DQ835313","China_GD01_2006","HA","2.3.2","Domestic","Eco"
"DQ842487","goose_Guangzhou_471_2006","HA","2.3.2","Domestic","Eco"
"DQ992729","goose_Guangxi_4289_2005","HA","2.3.2","Domestic","Eco"
"DQ992730","duck_Guangxi_4428_2005","HA","2.3.2","Domestic","Eco"
"DQ992731","goose_Guangxi_4513_2005","HA","2.3.2","Domestic","Eco"
"DQ992733","duck_Guangxi_4830_2005","HA","2.3.2","Domestic","Eco"
"DQ992735","duck_Guangxi_5075_2005","HA","2.3.2","Domestic","Eco"
"DQ992738","goose_Guangxi_5414_2005","HA","2.3.2","Domestic","Eco"
"DQ992739","duck_Guangxi_5457_2005","HA","2.3.2","Domestic","Eco"
"DQ992742","duck_Guangxi_150_2006","HA","2.3.2","Domestic","Eco"
"DQ992743","goose_Guangxi_224_2006","HA","2.3.2","Domestic","Eco"
"DQ992744","duck_Guangxi_288_2006","HA","2.3.2","Domestic","Eco"
"DQ992745","chicken_Guangxi_463_2006","HA","2.3.2","Domestic","Eco"
"DQ992746","duck_Guangxi_392_2006","HA","2.3.2","Domestic","Eco"
"DQ992748","duck_Guangxi_619_2006","HA","2.3.2","Domestic","Eco"
"DQ992749","duck_Guangxi_744_2006","HA","2.3.2","Domestic","Eco"
"DQ992750","duck_Guangxi_804_2006","HA","2.3.2","Domestic","Eco"
"DQ992754","duck_Guiyang_3009_2005","HA","2.3.2","Domestic","Eco"
"DQ992755","chicken_Guiyang_3055_2005","HA","2.3.2","Domestic","Eco"
"DQ992756","duck_Guiyang_3242_2005","HA","2.3.2","Domestic","Eco"
"DQ992757","goose_Guiyang_3422_2005","HA","2.3.2","Domestic","Eco"
"DQ992759","chicken_Guiyang_3721_2005","HA","2.3.2","Domestic","Eco"
"DQ992760","duck_Guiyang_3834_2005","HA","2.3.2","Domestic","Eco"
"DQ992761","duck_Guiyang_3996_2005","HA","2.3.2","Domestic","Eco"
"DQ992762","chicken_Guiyang_4059_2005","HA","2.3.2","Domestic","Eco"
"DQ992763","chicken_Guiyang_29_2006","HA","2.3.2","Domestic","Eco"
"DQ992764","duck_Guiyang_293_2006","HA","2.3.2","Domestic","Eco"
"DQ992767","duck_Guiyang_497_2006","HA","2.3.2","Domestic","Eco"
"DQ992776","duck_Shantou_13323_2005","HA","2.3.2","Domestic","Eco"
"DQ992777","goose_Shantou_18442_2005","HA","2.3.2","Domestic","Eco"
"DQ992779","chicken_Shantou_1233_2006","HA","2.3.2","Domestic","Eco"
"DQ992783","goose_Shantou_3265_2006","HA","2.3.2","Domestic","Eco"
"DQ992784","goose_Shantou_3295_2006","HA","2.3.2","Domestic","Eco"
"DQ992785","chicken_Shantou_3840_2006","HA","2.3.2","Domestic","Eco"
"DQ992787","duck_Hunan_5106_2005","HA","2.3.2","Domestic","Eco"
"DQ992790","duck_Hunan_324_2006","HA","2.3.2","Domestic","Eco"
"DQ992792","duck_Hunan_856_2006","HA","2.3.2","Domestic","Eco"
"DQ992819","duck_Fujian_9651_2005","HA","2.3.2","Domestic","Eco"
"DQ992826","duck_Fujian_11094_2005","HA","2.3.2","Domestic","Eco"
"DQ992828","chicken_Fujian_11933_2005","HA","2.3.2","Domestic","Eco"
"DQ992829","duck_Fujian_12032_2005","HA","2.3.2","Domestic","Eco"
"DQ992830","chicken_Fujian_12239_2005","HA","2.3.2","Domestic","Eco"
"DQ992831","chicken_Fujian_584_2006","HA","2.3.2","Domestic","Eco"
"DQ992832","duck_Fujian_668_2006","HA","2.3.2","Domestic","Eco"
"DQ992838","crested_myna_Hong_Kong_540_2006","HA","2.3.2","Wild","Eco"
"DQ992839","common_magpie_Hong_Kong_645_2006","HA","2.3.2","Wild","Eco"
"DQ992842","Japanese_white_eye_Hong_Kong_1038_2006","HA","2.3.2","Wild","Eco"
"DQ992843","common_magpie_Hong_Kong_2125_2006","HA","2.3.2","Wild","Eco"
"DQ992844","common_magpie_Hong_Kong_2256_2006","HA","2.3.2","Wild","Eco"
"DQ993022","duck_Guangxi_2143_2006","HA","2.3.2","Domestic","Eco"
"DQ993023","duck_Guangxi_1830_2006","HA","2.3.2","Domestic","Eco"
"DQ993024","goose_Guangxi_1898_2006","HA","2.3.2","Domestic","Eco"
"DQ993025","goose_Guangxi_1633_2006","HA","2.3.2","Domestic","Eco"
"DQ993026","chicken_Guangxi_1951_2006","HA","2.3.2","Domestic","Eco"
"DQ993027","goose_Guangxi_1458_2006","HA","2.3.2","Domestic","Eco"
"DQ993028","duck_Guangxi_1436_2006","HA","2.3.2","Domestic","Eco"
"DQ993030","duck_Guangxi_1258_2006","HA","2.3.2","Domestic","Eco"
"DQ993031","chicken_Guangxi_1212_2006","HA","2.3.2","Domestic","Eco"
"DQ993114","chicken_Guangxi_683_2006","HA","2.3.2","Domestic","Eco"
"DQ993117","goose_Guangxi_532_2006","HA","2.3.2","Domestic","Eco"
"EF670479","duck_Hunan_15_2004","HA","2.3.2","Domestic","Eco"
"EPI431448","duck_Hebei_2_2011","HA","2.3.2","Domestic","Eco"
"EPI431456","duck_Hebei_3_2011","HA","2.3.2","Domestic","Eco"
"EPI530063","environment_Shenzhen_25_24_2013","HA","2.3.2","Domestic","Eco"
"EPI593036","Environment_Jiangxi_20983_2013","HA","2.3.2","Domestic","Eco"
"EPI593040","Environment_Jiangxi_23094_2013","HA","2.3.2","Domestic","Eco"
"EPI645967","duck_Jiangsu_WX156_2013","HA","2.3.2","Domestic","Eco"
"EPI645974","environment_Jiangsu_WX175_2013","HA","2.3.2","Domestic","Eco"
"EPI656594","chicken_Hunan_12_07_YYGK114_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656602","chicken_Hunan_12_28_YYGK034_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656626","duck_Hunan_12_07_YYGK108_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656634","duck_Hunan_12_07_YYGK110_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656642","duck_Hunan_12_07_YYGK111_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656650","duck_Hunan_12_07_YYGK112_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656666","duck_Hunan_12_07_YYGK118_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656674","duck_Hunan_12_07_YYGK032_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656682","duck_Hunan_12_07_YYGK0043_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI656722","duck_Hunan_12_07_YGK098_P_2013_H5N6","HA","2.3.2","Domestic","Eco"
"EPI664405","chicken_Hunan_12_07_YYGKY67_P_2013_Mixed","HA","2.3.2","Domestic","Eco"
"EPI279949","Zhejiang_1_2006","HA","2.3.2","Domestic","Eco"
"EPI280096","Hunan_1_2006","HA","2.3.2","Domestic","Eco"
"EPI280104","Guangdong_1_2006","HA","2.3.2","Domestic","Eco"
"EPI280136","Fujian_1_2007","HA","2.3.2","Domestic","Eco"
"EPI280144","Jiangsu_1_2007","HA","2.3.2","Domestic","Eco"
"EU195392","mallard_Huadong_S_2005","HA","2.3.2","Domestic","Eco"
"EU195400","mallard_Huadong_lk_2005","HA","2.3.2","Domestic","Eco"
"EU594349","duck_Hubei_Hangmei01_2006","HA","2.3.2","Domestic","Eco"
"FJ492881","Sichuan_1_2006","HA","2.3.2","Domestic","Eco"
"FJ492882","Fujian_1_2005","HA","2.3.2","Domestic","Eco"
"FJ784841","duck_Hunan_689_2006","HA","2.3.2","Domestic","Eco"
"FJ784842","chicken_Anhui_1089_2007","HA","2.3.2","Domestic","Eco"
"FJ784843","chicken_Henan_1362_2006","HA","2.3.2","Domestic","Eco"
"FJ784844","duck_Henan_1647_2006","HA","2.3.2","Domestic","Eco"
"FJ784845","duck_Henan_1650_2006","HA","2.3.2","Domestic","Eco"
"FJ784846","duck_Henan_1652_2006","HA","2.3.2","Domestic","Eco"
"FJ784847","chicken_Hunan_1793_2007","HA","2.3.2","Domestic","Eco"
"FJ784848","duck_Hunan_1930_2007","HA","2.3.2","Domestic","Eco"
"FJ784849","duck_Hunan_1964_2007","HA","2.3.2","Domestic","Eco"
"FJ784850","duck_Hunan_1994_2007","HA","2.3.2","Domestic","Eco"
"FJ784851","chicken_Hubei_2856_2007","HA","2.3.2","Domestic","Eco"
"FJ784852","duck_Hubei_2911_2007","HA","2.3.2","Domestic","Eco"
"FJ784853","chicken_Hubei_3002_2007","HA","2.3.2","Domestic","Eco"
"FJ784854","chicken_Hunan_3157_2006","HA","2.3.2","Domestic","Eco"
"FJ784855","duck_Hunan_3315_2006","HA","2.3.2","Domestic","Eco"
"FJ784856","duck_Hunan_3340_2006","HA","2.3.2","Domestic","Eco"
"GQ202211","tree_sparrow_Jiangsu_1_2008","HA","2.3.2","Wild","Eco"
"GU050310","avian_Hong_Kong_2065_2007","HA","2.3.2","Domestic","Eco"
"GU050317","avian_Hong_Kong_0719_2007","HA","2.3.2","Domestic","Eco"
"GU050333","avian_Hong_Kong_2372_2007","HA","2.3.2","Domestic","Eco"
"GU182182","environment_Hunan_6_69_2008","HA","2.3.2","Wild","Eco"
"GU182214","environment_Hunan_1_8_2007","HA","2.3.2","Wild","Eco"
"GU220793","lesser_kestrel_Heilongjiang_194_2007","HA","2.3.2","Wild","Eco"
"GU596984","duck_Shandong_009_2008","HA","2.3.2","Domestic","Eco"
"GU727653","duck_Eastern_China_008_2008","HA","2.3.2","Domestic","Eco"
"GU727661","duck_Eastern_China_031_2009","HA","2.3.2","Domestic","Eco"
"GU727669","duck_Eastern_China_108_2008","HA","2.3.2","Domestic","Eco"
"GU727677","duck_Eastern_China_909_2009","HA","2.3.2","Domestic","Eco"
"HM172069","chicken_Sichuan_81_2005","HA","2.3.2","Domestic","Eco"
"HM172070","goose_Hubei_65_2005","HA","2.3.2","Domestic","Eco"
"HM172071","duck_Hubei_49_2005","HA","2.3.2","Domestic","Eco"
"HM172072","Anhui_2_2005","HA","2.3.2","Domestic","Eco"
"HM172074","chicken_Hunan_1_2009","HA","2.3.2","Domestic","Eco"
"HM172079","chicken_Guizhou_7_2008","HA","2.3.2","Domestic","Eco"
"HM172086","chicken_Tibet_6_2008","HA","2.3.2","Domestic","Eco"
"HM172088","duck_Hunan_11_2007","HA","2.3.2","Domestic","Eco"
"HM172096","chicken_Fujian_1_2007","HA","2.3.2","Domestic","Eco"
"HM172097","duck_Hunan_29_2006","HA","2.3.2","Domestic","Eco"
"HM172100","duck_Jiangxi_80_2005","HA","2.3.2","Domestic","Eco"
"HM172101","shrike_Tibet_13_2006","HA","2.3.2","Wild","Eco"
"HM172107","duck_Anhui_56_2005","HA","2.3.2","Domestic","Eco"
"HM172109","duck_Yunnan_47_2006","HA","2.3.2","Domestic","Eco"
"HM172112","chicken_Hunan_21_2005","HA","2.3.2","Domestic","Eco"
"JQ041401","duck_Eastern_China_1111_2011","HA","2.3.2","Domestic","Eco"
"JQ041402","goose_Eastern_China_1112_2011","HA","2.3.2","Domestic","Eco"
"JQ973670","goose_Shandong_k1204_2009","HA","2.3.2","Domestic","Eco"
"JQ973678","quail_Jiangsu_k0104_2010","HA","2.3.2","Domestic","Eco"
"JQ973686","goose_Guangdong_k0103_2010","HA","2.3.2","Domestic","Eco"
"JQ973694","duck_Jiangsu_k1203_2010","HA","2.3.2","Domestic","Eco"
"JX094831","turtle_dove_Guangdong_300_2005","HA","2.3.2","Domestic","Eco"
"JX507355","duck_Jiangsu_m234_2012","HA","2.3.2","Domestic","Eco"
"JX534565","wild_duck_Shandong_628_2011","HA","2.3.2","Wild","Eco"
"KC261463","duck_Eastern_China_057_2007","HA","2.3.2","Domestic","Eco"
"KC261464","goose_Eastern_China_223_2008","HA","2.3.2","Domestic","Eco"
"KC261465","chicken_Eastern_China_ZG56_2011","HA","2.3.2","Domestic","Eco"
"KC261466","chicken_North_China_k0604_2010","HA","2.3.2","Domestic","Eco"
"KC261467","chicken_Eastern_China_ZG16_2010","HA","2.3.2","Domestic","Eco"
"KC683523","swine_Jiangsu_2_2009","HA","2.3.2","Domestic","Eco"
"KC690156","domestic_green_winged_teal_Hunan_3450_2006","HA","2.3.2","Domestic","Eco"
"KJ476657","mallard_Shanghai_SH_9_2013","HA","2.3.2","Wild","Eco"
"KJ476669","duck_Zhejiang_W24_2013","HA","2.3.2","Domestic","Eco"
"KJ476670","duck_Zhejiang_6D18_2013","HA","2.3.2","Domestic","Eco"
"KJ807779","chicken_Zhejiang_6C2_2013","HA","2.3.2","Domestic","Eco"
"KJ933377","duck_Zhejiang_6DK19_2013","HA","2.3.2","Domestic","Eco"
"KJ938658","environment_Zhenjiang_C13_2013","HA","2.3.2","Domestic","Eco"
"KM504101","duck_Shandong_Q1_2013","HA","2.3.2","Domestic","Eco"
"KP233704","duck_Hunan_316_2005","HA","2.3.2","Domestic","Eco"
"KP284957","chicken_Shenzhen_433_2013","HA","2.3.2","Domestic","Eco"
"KP284965","chicken_Shenzhen_552_2013","HA","2.3.2","Domestic","Eco"
"KP284973","chicken_Shenzhen_1395_2013","HA","2.3.2","Domestic","Eco"
"KP284981","chicken_Shenzhen_1845_2013","HA","2.3.2","Domestic","Eco"
"KP284989","chicken_Shenzhen_2396_2013","HA","2.3.2","Domestic","Eco"
"KP285005","duck_Dongguan_2685_2013","HA","2.3.2","Domestic","Eco"
"KP285013","silkie_chicken_Dongguan_2809_2013","HA","2.3.2","Domestic","Eco"
"KP285021","duck_Dongguan_3069_2013","HA","2.3.2","Domestic","Eco"
"KP285029","chicken_Dongguan_4259_2013","HA","2.3.2","Domestic","Eco"
"KP286085","chicken_Shenzhen_1061_2013","HA","2.3.2","Domestic","Eco"
"KP286093","chicken_Shenzhen_2269_2013","HA","2.3.2","Domestic","Eco"
"KP286109","chicken_Dongguan_3363_2013","HA","2.3.2","Domestic","Eco"
"KP638516","wildbird_Anhui_82_2005","HA","2.3.2","Wild","Eco"
"KP732628","duck_Eastern_China_L0230_2010","HA","2.3.2","Domestic","Eco"
"KP732629","duck_Eastern_China_L0405_2010","HA","2.3.2","Domestic","Eco"
"KP732630","duck_Eastern_China_L0423_2011","HA","2.3.2","Domestic","Eco"
"KP732631","duck_Eastern_China_L0611_2011","HA","2.3.2","Domestic","Eco"
"KP732632","duck_Eastern_China_L0722_2012","HA","2.3.2","Domestic","Eco"
"KP732633","duck_Eastern_China_L1021_2012","HA","2.3.2","Domestic","Eco"
"KP732634","duck_Eastern_China_L1120_2012","HA","2.3.2","Domestic","Eco"
"KP732635","goose_Eastern_China_L1214_2012","HA","2.3.2","Domestic","Eco"
"KP732636","goose_Eastern_China_L1204_2012","HA","2.3.2","Domestic","Eco"
"KP732637","duck_Eastern_China_S1210_2013","HA","2.3.2","Domestic","Eco"
"KP732638","goose_Eastern_China_S0513_2013","HA","2.3.2","Domestic","Eco"
"KT370059","environment_Guangdong_QY025_2013","HA","2.3.2","Domestic","Eco"
"KT383478","goose_Guangdong_s13124_2013","HA","2.3.2","Domestic","Eco"
"KT936696","common_teal_Shanghai_PD1121_15_2013","HA","2.3.2","Wild","Eco"
"KT936698","common_teal_Shanghai_PD1121_10_2013","HA","2.3.2","Wild","Eco"
"KT936699","common_teal_Shanghai_PD1118_1_2013","HA","2.3.2","Wild","Eco"
"KT936703","common_teal_Shanghai_PD1108_6_2013","HA","2.3.2","Wild","Eco"
"KT936704","common_teal_Shanghai_PD1108_3_2013","HA","2.3.2","Wild","Eco"
"KT936705","common_teal_Shanghai_PD1202_9_2013","HA","2.3.2","Wild","Eco"
"KT936706","spot_billed_duck_Shanghai_PD1202_3_2013","HA","2.3.2","Wild","Eco"
"KT936707","common_teal_Shanghai_PD1121_19_2013","HA","2.3.2","Wild","Eco"
"KT936708","common_teal_Shanghai_PD1121_18_2013","HA","2.3.2","Wild","Eco"
"KT936709","falcated_duck_Shanghai_PD1121_27_2013","HA","2.3.2","Wild","Eco"
"KT936710","falcated_duck_Shanghai_PD1121_26_2013","HA","2.3.2","Wild","Eco"
"KT936711","common_teal_Shanghai_PD1108_24_2013","HA","2.3.2","Wild","Eco"
"KT936712","common_teal_Shanghai_PD1108_20_2013","HA","2.3.2","Wild","Eco"
"KT936713","common_teal_Shanghai_PD1108_27_2013","HA","2.3.2","Wild","Eco"
"KT936714","common_teal_Shanghai_PD1108_25_2013","HA","2.3.2","Wild","Eco"
"KT936716","common_teal_Shanghai_PD1108_13_2013","HA","2.3.2","Wild","Eco"
"KX013029","goose_Eastern_China_CZ_2013","HA","2.3.2","Domestic","Eco"
"DQ343150","chicken_Hebei_326_2005","HA","7","Domestic","Eco"
"DQ914814","chicken_Shanxi_2_2006","HA","7","Domestic","Eco"
"DQ992794","goose_Yunnan_3315_2005","HA","7","Domestic","Eco"
"DQ992801","duck_Yunnan_5133_2005","HA","7","Domestic","Eco"
"DQ992805","goose_Yunnan_5539_2005","HA","7","Domestic","Eco"
"EF587277","Beijing_01_2003","HA","7","Domestic","Eco"
"EPI553223","Chicken_Shandong_J02_2009","HA","7","Domestic","Eco"
"EPI553276","Chicken_Shandong_J03_2009","HA","7","Domestic","Eco"
"EPI553284","Chicken_Shandong_J04_2009","HA","7","Domestic","Eco"
"EPI553292","Chicken_Shandong_J05_2009","HA","7","Domestic","Eco"
"EPI593013","environment_Guizhou_00320_2013","HA","7","Domestic","Eco"
"EPI594523","environment_Hubei_950_2013","HA","7","Domestic","Eco"
"EU195408","mallard_Huadong_hn_2005","HA","7","Domestic","Eco"
"EU243126","chicken_Hebei_706_2005","HA","7","Domestic","Eco"
"EU243133","chicken_Hebei_102_2005","HA","7","Domestic","Eco"
"EU243146","chicken_Hebei_126_2005","HA","7","Domestic","Eco"
"EU430496","domestic_green_winged_teal_Hunan_67_2005","HA","7","Domestic","Eco"
"EU430511","domestic_green_winged_teal_Hunan_79_2005","HA","7","Domestic","Eco"
"GU182230","environment_Hunan_1_12_2007","HA","7","Wild","Eco"
"GU182238","environment_Hunan_2_16_2007","HA","7","Wild","Eco"
"GU182246","environment_Hunan_2_1_2007","HA","7","Wild","Eco"
"HM172073","chicken_Shandong_10_2006","HA","7","Domestic","Eco"
"HM172076","chicken_Ningxia_24_2006","HA","7","Domestic","Eco"
"HM172077","chicken_Liaoning_11_2006","HA","7","Domestic","Eco"
"HM172078","chicken_Liaoning_1_2007","HA","7","Domestic","Eco"
"HM172080","chicken_Henan_7_2006","HA","7","Domestic","Eco"
"HM172081","chicken_Hebei_8_2009","HA","7","Domestic","Eco"
"HM172082","chicken_Shandong_5_2006","HA","7","Domestic","Eco"
"HM172090","chicken_Xinjiang_28_2006","HA","7","Domestic","Eco"
"HM172091","chicken_Xinjiang_27_2006","HA","7","Domestic","Eco"
"HM172092","chicken_Jiangsu_18_2008","HA","7","Domestic","Eco"
"HM172094","chicken_Xinjiang_53_2005","HA","7","Domestic","Eco"
"HM172099","chicken_Xinjiang_67_2005","HA","7","Domestic","Eco"
"HM172102","chicken_Xinjiang_17_2005","HA","7","Domestic","Eco"
"HM172103","chicken_Xinjiang_78_2005","HA","7","Domestic","Eco"
"HM172106","chicken_Xinjiang_68_2005","HA","7","Domestic","Eco"
"HM172108","chicken_Xinjiang_16_2005","HA","7","Domestic","Eco"
"HM172111","chicken_Xinjiang_54_2005","HA","7","Domestic","Eco"
"HM172113","chicken_Shanxi_10_2006","HA","7","Domestic","Eco"
"HQ677023","chicken_Huadong_4_2008","HA","7","Domestic","Eco"
"JQ041399","duck_Hebei_0908_2009","HA","7","Domestic","Eco"
"JQ041400","chicken_Hebei_1102_2010","HA","7","Domestic","Eco"
"JQ277225","chicken_Sheny_0606_2008","HA","7","Domestic","Eco"
"JX534549","wild_duck_Shandong_1_2011","HA","7","Wild","Eco"
"KC683522","swine_Jiangsu_1_2008","HA","7","Domestic","Eco"
"KF150634","chicken_Jiangsu_1001_2013","HA","7","Domestic","Eco"
